SID	tai_cnnPC1	tai_cnnPC2	tai_cnnPC3	tai_cnnPC4	tai_cnnPC5	tai_cnnPC6	tai_cnnPC7	tai_cnnPC8	tai_cnnPC9	tai_cnnPC10
TE0002174	46.464577	-3.1383672	7.312096	-5.1384296	8.6588125	-22.471981	-22.14389	-20.540396	-24.647156	4.515806
TE0002175	46.781887	5.7707148	-1.788348	47.66688	8.217561	-29.686804	10.758618	14.515406	1.5034515	-21.383537
TE0002176	4.37328	-31.147196	-2.8435097	14.69889	9.866597	3.0725133	0.97834516	-5.0451894	-4.3475413	0.4363882
TE0002177	-23.959711	-1.514717	-19.52041	-2.1656525	25.88975	8.353615	-3.2525835	3.6832128	-7.8177476	9.449351
TE0002178	-27.349031	10.095516	11.18881	5.2407703	1.5694299	33.783375	-24.319174	13.471464	9.5578165	-7.713426
TE0002179	-9.31321	-19.529808	-0.38730532	-8.495009	-17.407955	-17.139614	2.8832104	5.792607	-7.2951527	4.5930595
TE0002180	-1.0535806	-13.278179	10.298379	0.056631576	-1.9449847	17.459232	19.929302	-6.8204436	7.7547708	4.559358
TE0002181	34.415073	-16.133116	9.112138	3.5666056	44.96767	-15.533387	6.1833115	-9.76485	14.988664	-18.099789
TE0002182	20.707954	30.551153	13.140712	29.699558	0.5391989	3.8311365	9.469677	1.3613908	-32.477028	-14.924006
TE0002183	-14.7372055	11.46493	16.558752	-24.542667	2.6522133	9.281007	-15.378867	21.149378	-15.082206	-19.410034
TE0002184	-50.134018	12.301849	-24.284613	-5.5211277	7.05279	-9.479094	-16.292896	8.459	-1.4721986	-8.460512
TE0002185	9.01539	-29.49222	-14.4815855	-15.202875	3.6989968	0.8896428	1.6193451	-6.1039	-7.3339267	-20.362213
TE0002186	38.09436	-11.773131	-36.54128	0.3451106	1.4429325	12.288433	-1.0596575	-5.327787	9.792582	-5.5381007
TE0002187	23.13545	27.153383	-7.6200457	43.59174	-15.364929	4.89646	-2.0481033	13.790237	16.442894	6.519403
TE0002188	-37.669556	2.8784902	-6.053568	-8.147203	-21.271887	-18.498962	0.005918086	1.9319955	7.347883	-20.670565
TE0002189	-6.0764284	-15.717241	-15.440172	-9.953734	22.298456	-10.324492	-7.3279185	-8.98927	17.512884	7.6968284
TE0002190	-35.656914	-5.8170056	-4.0260334	-25.658083	11.217195	-0.9955716	11.177181	-6.6848426	-8.178916	-3.608204
TE0002191	-12.26203	-7.9745255	-15.786863	43.7307	7.7742076	47.783813	-3.4767509	12.838791	-5.5755286	4.6603265
TE0002192	-22.78438	-17.196482	8.403914	-20.467896	-9.8073	3.235665	1.6924393	-10.03674	1.2253016	-13.04544
TE0002193	-37.2234	9.006732	4.0183835	14.067772	-13.951039	23.625875	2.3921342	-1.4160782	22.68118	-10.261825
TE0002194	-22.163918	5.631052	12.931756	2.0117288	-0.82409745	-13.304803	7.658815	-7.4146123	-9.632667	17.982286
TE0002195	-3.0132585	-2.8870285	41.601753	20.787561	-8.432758	4.0010304	-2.054187	-17.22383	-0.023731472	2.1397395
TE0002196	3.6356864	29.277645	7.957416	14.019377	-4.345737	15.457679	24.249031	-27.861565	-1.149278	-20.38562
TE0002197	-4.23113	-13.657281	24.401491	-1.3926494	-36.398407	-3.732254	2.7155645	-11.236197	0.7063823	-2.858524
TE0002198	-4.5041776	26.339314	5.153218	-17.838974	-4.475474	-25.827127	3.3599453	-11.092577	-20.301077	17.936964
TE0002199	-37.482002	-3.9247308	7.880755	4.7815804	-43.559597	-20.9097	27.987034	-4.7532697	-21.402252	9.007268
TE0002200	3.5941174	-25.480663	21.758816	-23.524395	-32.746124	6.2197423	-2.1464603	-12.585767	-11.957841	12.876216
TE0002201	12.127493	-33.235527	35.72114	-19.00602	-6.0266666	-10.70314	-6.9960775	3.8382556	-3.5205972	-2.3924656
TE0002202	-80.24752	-35.881927	-4.639863	23.478636	-25.11989	-5.2239456	2.2991302	9.497059	-8.156487	-3.1275494
TE0002203	-17.145092	4.7372036	18.08406	-15.449321	-23.463306	16.095858	16.080606	-4.15319	22.507341	-12.374186
TE0002204	-37.07291	-19.144234	15.598392	-17.515532	11.860394	7.003818	11.634807	-5.0339127	-10.875196	0.6599434
TE0002205	-51.712574	16.007042	-1.2877959	1.3255963	-7.5594788	-37.27019	5.600976	0.65200746	-2.9645424	-11.686453
TE0002206	-34.211464	40.66787	3.3332763	1.9126916	3.0845706	2.5074334	-1.5447638	3.7503848	18.108044	20.593168
TE0002207	23.98001	-36.37949	-9.321964	-19.777636	-2.7605052	-34.548733	-0.24714512	-4.9996524	-0.98187983	-4.374176
TE0002208	13.42798	30.645035	27.013266	13.731275	5.3830037	7.9054856	-24.090313	-6.866437	9.30598	-0.50816816
TE0002209	-2.4453776	-33.167675	-15.39739	-14.779751	-13.661456	-6.340792	-18.701254	10.546284	-2.615295	6.606027
TE0002210	-26.780056	47.528625	-37.28502	5.5130982	-28.12236	-11.937152	-8.426585	-4.624379	-0.4414203	8.713042
TE0002211	59.086296	20.530542	-5.530226	4.3347583	-38.779713	6.2412453	-7.080072	-27.987198	2.4543555	-24.230322
TE0002212	-15.376329	-19.109344	13.782719	15.552354	-2.4684281	28.760817	-3.7495215	10.531046	-6.4210663	4.0366173
TE0002213	23.612278	-4.1628375	-6.840783	2.3600798	0.1549392	-3.5273151	25.545143	-4.4504776	-12.807178	-0.19447955
TE0002214	32.360855	34.42922	-11.507073	32.296406	-21.453686	17.989344	-5.237862	-7.7065587	-7.1036873	-9.951001
TE0002215	-60.069023	-51.55287	-11.239884	42.38106	-0.7942803	-22.34136	-8.124922	-6.086283	10.536739	-12.366825
TE0002216	-20.572643	-20.874243	-4.95226	-27.188004	-28.673712	11.02948	5.349532	23.006357	8.747583	-2.541167
TE0002217	1.9682845	2.665235	-21.342865	28.351305	9.786244	10.905614	-15.309675	29.876457	1.9297398	-2.5872662
TE0002218	38.41551	-1.057064	-7.0284357	-24.101377	11.867477	-0.4028075	11.1093445	-4.890865	-25.413717	20.258617
TE0002219	9.044629	-22.215181	-35.148026	-5.3678317	-11.479702	25.168009	-11.889995	-18.22787	-2.1149492	8.951499
TE0002220	1.7496153	18.27956	25.314272	-21.447683	15.582871	-1.926514	-13.592951	-0.3755614	-8.881844	-1.6764039
TE0002221	12.867933	-21.51677	2.662798	18.038048	28.018635	23.090883	-1.1978031	3.7177246	-15.243232	-0.21736692
TE0002222	-15.632243	28.747332	6.947355	-15.8405485	23.840883	-14.786303	-9.415322	-30.54723	-7.145588	-16.577223
TE0002223	-38.78682	52.505173	-24.916908	-13.176848	9.933512	-29.743502	-17.452013	16.989035	6.2171626	26.205652
TE0002224	-20.510958	-22.744183	42.28445	-7.8685803	-9.519354	-12.17413	8.79961	-3.8621275	0.060762655	-4.1861777
TE0002225	43.172695	7.273104	-12.825714	-6.3741693	31.394207	4.015761	13.894074	-9.017788	28.591253	-15.794202
TE0002226	4.627956	-28.41707	-18.406439	6.784265	7.8595576	-5.2341228	-9.211857	16.282942	-2.9721544	3.104873
TE0002227	40.281048	33.147266	-26.91763	19.261475	3.1387794	-11.360619	9.5266285	-10.65572	21.504282	-2.1922357
TE0002228	67.63657	25.084538	13.133179	35.762157	-33.2908	-11.928115	-24.595978	-19.7086	21.214691	-0.3913263
TE0002229	4.8689814	-25.169949	-13.355708	-9.071195	-15.787587	-10.093458	8.105301	16.507122	11.887678	-0.6560469
TE0002230	-33.120857	-19.85167	17.14221	-1.2795092	5.0683084	-5.6481175	-4.7175255	8.063526	-14.879409	22.576717
TE0002231	20.594929	-11.116943	24.011597	44.48389	-5.6293893	-3.1768992	-18.840097	-2.8414629	-25.134663	-24.636755
TE0002232	29.751806	14.754355	48.47005	8.687996	4.506943	28.994955	-21.789192	9.354552	-16.83129	-10.045338
TE0002233	-24.029566	48.444828	-28.621859	3.9909906	12.65465	11.057747	-20.576666	3.2243838	30.768953	0.54535204
TE0002234	28.551449	4.135148	8.820515	32.208263	38.873657	-28.515446	23.289013	18.586119	3.1446257	0.0561197
TE0002235	26.114676	-11.841448	-8.910692	49.121357	15.474596	-11.470408	27.667294	7.65254	10.773683	1.9432844
TE0002236	-7.1047125	40.220627	-6.9436917	-14.380427	32.064598	2.272298	14.663186	5.782723	-19.44347	4.49378
TE0002237	21.140854	-24.67832	-17.494865	-23.52948	58.536953	-6.1109066	29.867773	11.627196	9.576148	-32.483097
TE0002238	11.878646	10.417987	32.534412	15.03424	28.760386	16.685572	-13.666071	-14.607278	-17.99364	-14.165721
TE0002239	24.31456	-61.992085	-17.841513	-16.776625	12.564108	-32.04992	-6.2608476	16.288853	-2.741653	-9.316873
TE0002240	-2.657298	-28.96036	6.6116	-17.407068	17.839214	10.652407	-13.751177	-0.37283346	16.819038	-7.9126735
TE0002241	-46.140503	45.48275	13.181202	-8.072648	9.665004	-0.2625523	25.188602	-10.01882	6.1290097	10.84835
TE0002242	18.384346	0.91972005	-11.59336	49.881275	17.724045	-13.745778	21.904303	14.5047	11.353443	-7.498026
TE0002243	29.459206	-57.87699	-4.7429023	1.8756248	-4.05843	5.156164	10.103101	35.905277	7.7235255	3.002787
TE0002244	10.064109	-7.9738455	-15.212821	63.27216	10.512187	7.057777	-14.213113	5.649624	-11.5578165	-14.579288
TE0002245	61.731922	-1.1278206	10.549816	29.849745	-20.735224	-24.627014	10.844214	9.789313	9.751651	-8.753009
TE0002246	66.67404	20.275372	17.677887	40.501785	-46.826424	5.502669	-15.93723	-12.896284	14.232088	-18.970028
TE0002247	48.569126	-2.9721184	-5.589838	-5.081498	-2.124978	-6.0894475	13.745188	-4.8701468	-2.52914	-7.9088073
TE0002248	27.353989	-4.173669	-13.36011	26.579777	31.78214	-23.307974	-12.600269	16.92387	21.972443	2.1742892
TE0002249	-8.753286	-6.544999	19.021563	45.371597	-2.8716283	21.74045	-14.747039	-28.88379	2.5221875	8.301298
TE0002250	62.946846	10.539438	13.781819	58.932953	-20.312311	1.7572865	-13.372875	34.7092	7.718977	4.9221606
TE0002251	40.953747	-18.109362	12.783463	-0.72829616	-10.621177	7.595217	-33.458088	-16.265184	11.574004	-17.528662
TE0002252	36.03214	-5.006392	0.9529476	-17.931576	-20.534248	-14.352537	-1.1862895	-4.102962	0.14152372	12.922175
TE0002253	14.977134	14.373576	-14.699708	-4.2408175	-32.08906	-2.5456686	-32.73534	5.7278137	0.20704201	-8.899743
TE0002254	13.884134	-61.728397	1.3658391	-17.980095	-11.075364	12.770131	-8.135392	7.984245	6.6516886	-16.19696
TE0002255	20.616602	-44.1038	-2.9635077	-40.401096	-8.990932	4.967327	-10.520048	-7.742064	9.806223	2.533147
TE0002256	-45.637913	25.147884	-8.599131	-0.8548248	-2.7255192	-9.012446	-25.114641	-8.90958	-14.363757	-0.28870636
TE0002257	23.894506	23.172644	-5.970778	15.504266	-29.375643	6.2128615	11.8537655	-18.0412	-21.802818	-18.96041
TE0002258	-49.907967	0.06502084	0.9333348	7.117266	-10.337562	14.407791	-10.239901	8.353643	13.880838	-22.829372
TE0002259	30.755524	1.8640085	-29.002947	0.235772	-13.76181	14.647115	1.0905302	0.87358606	-2.5942526	3.982961
TE0002260	30.910978	-2.35282	-16.656448	15.46159	-9.271517	-4.284602	-1.1176498	-5.1564293	-23.932339	-5.050756
TE0002261	38.569862	-34.728336	6.3320794	-34.8869	8.055136	-2.551723	1.6158047	4.7390504	-1.549571	-20.410854
TE0002262	35.10083	-11.117335	-1.8166869	-35.72092	-7.8942604	-1.882244	-21.365656	8.812533	-0.40481412	18.086481
TE0002263	91.27661	27.51766	39.57897	38.28964	8.04473	11.829271	1.2312717	11.129879	3.7540956	-15.108385
TE0002264	18.134558	-41.68702	-24.736063	-6.8547134	-6.6711326	8.073385	-8.638834	-11.420444	-4.7072973	-13.778663
TE0002265	42.119144	2.2609434	-22.465256	-44.094067	-24.284262	-3.6637185	-16.73078	13.383419	-1.8090329	-11.892277
TE0002266	8.261828	-41.666454	4.2546277	-2.756868	-0.27377853	-12.674839	4.0934196	5.057734	-8.436307	-9.823758
TE0002267	54.218052	-29.135849	11.957159	-14.948195	12.895914	-20.955553	-14.113885	24.92631	14.533927	-1.4229214
TE0002268	-9.408885	-25.209352	-6.3892813	-11.767617	2.125711	14.375449	2.4014287	19.285706	-9.69038	0.36813322
TE0002269	-9.85098	19.092888	23.341482	-21.85871	-12.251735	-3.4193556	9.992362	5.297435	9.821499	3.304987
TE0002270	50.26535	0.8897833	31.179028	-32.282436	-21.271952	3.8589127	13.804955	-15.847368	-16.344355	-28.6425
TE0002271	-3.7484345	-26.466805	28.104616	-21.757128	-11.753241	9.436098	-3.5369213	29.574808	-1.2942824	3.9954445
TE0002272	5.0385866	-1.7685432	-16.776897	-14.634478	6.2381926	-14.153893	3.7588181	-3.9848702	12.30471	7.8951883
TE0002273	11.123116	-59.396374	-6.687876	-2.2092319	31.552563	-18.82259	8.789152	-12.308035	-5.480031	-12.97828
TE0002274	-3.7531953	-9.827968	17.626822	-12.3228	43.35828	30.668478	27.067047	12.572559	15.291939	-9.27049
TE0002275	26.009552	-0.06508876	-9.128503	21.516006	-1.1354907	9.7433	1.9741558	18.821373	-2.1227248	-26.100512
TE0002276	26.821125	-9.70381	9.58731	26.191065	-13.895374	0.4391865	5.4226184	-21.139187	-18.890047	-10.220263
TE0002277	31.533525	-14.556617	-14.809628	-24.517994	-23.805296	6.3358893	3.0471022	-0.9158661	3.9138453	-0.4728695
TE0002278	80.24054	-21.649343	16.078598	-40.08742	1.1477221	-17.696287	14.638095	5.8276243	5.361606	4.399423
TE0002279	14.183983	4.825997	-8.292189	6.7833333	-32.224644	2.448848	0.24746726	7.115803	-12.657772	13.546882
TE0002280	-0.67078364	27.989471	12.872738	-33.34534	12.034526	16.101336	-7.0200195	1.4332356	-17.816813	-5.026595
TE0002281	-62.815704	-16.225332	-24.30424	0.82471573	-10.976274	-6.832374	8.115326	17.237013	2.895845	8.38512
TE0002282	44.22495	0.6161421	26.63564	26.483257	3.0830584	-2.443339	-15.343627	-14.874059	-16.563822	-1.8017879
TE0002283	6.9213023	-49.122936	-6.390037	15.896783	-0.74833107	-7.258783	-11.689296	-7.9139977	-7.2847424	2.3844934
TE0002284	33.555756	3.7865093	3.1291401	-6.068278	-2.0083547	-9.998815	6.0004525	10.635371	-10.270743	12.978458
TE0002285	16.410124	-27.529879	-22.889067	-24.506002	-5.6637073	-1.9565327	-16.812464	-0.50731015	1.2563123	4.2878656
TE0002286	36.26492	4.9734116	3.7349882	27.03174	2.592816	-11.612421	-11.7764845	4.073095	-13.367607	-2.505557
TE0002287	-22.464478	-16.928762	12.407804	-3.9352438	10.827619	11.886259	-7.7709546	-14.436711	0.90058196	-2.0096211
TE0002288	39.64193	24.130129	23.538332	-34.83385	-13.280255	6.7056503	-13.087159	21.690207	-6.4108276	-17.065071
TE0002289	5.058239	-45.928684	-0.53143936	-17.734556	-10.190531	-0.63234967	-4.7499228	-4.780465	3.6033008	3.2807746
TE0002290	-6.631445	-15.341589	4.3444595	-11.926148	-15.702676	-1.6472421	-9.340582	-0.84451807	8.439835	-3.2265825
TE0002291	38.955738	-15.980627	-24.770538	8.979865	-17.525845	-1.52598	11.741079	-24.761667	4.2874823	23.313747
TE0002292	16.923304	-2.196052	-2.6361678	-4.8594713	-11.7893305	-10.991448	-5.2407684	-5.038946	-5.746136	0.16264614
TE0002293	38.701443	-7.9600263	-13.650169	-22.041666	-37.167953	-1.2909231	-17.736574	-10.338849	-5.207134	-3.1119943
TE0002294	3.9086738	-29.095606	-6.867734	-9.970273	-12.598917	0.8754625	-4.606107	-17.168152	15.909991	-8.331547
TE0002295	-20.266026	-7.9157867	-7.718774	-4.293336	18.767973	12.478693	-3.4150782	3.7819874	21.280552	17.581606
TE0002296	5.0576262	1.6296414	12.962739	-30.039904	-2.14593	19.380314	-0.22538505	4.570227	-9.580141	-5.0742745
TE0002297	1.95071	2.8422687	-16.722933	-1.4060321	-14.571617	25.646347	0.5895608	-1.8993986	-5.3559804	-7.6593194
TE0002298	17.077063	-32.445835	1.6896116	3.0886292	16.60934	5.541392	-23.276981	-0.22627737	-24.575905	-17.163868
TE0002299	-52.88658	-26.256262	-5.6298904	-8.76676	-16.090796	12.538467	1.8039554	25.620306	8.827076	1.8859147
TE0002300	4.2106457	-9.586612	1.7694528	58.132133	28.616156	7.7817373	-13.149629	3.903326	-33.843834	3.3319137
TE0002301	36.464863	53.334835	-33.204758	-36.80532	-11.248249	18.31159	15.853005	10.925899	6.99341	-1.4421474
TE0002302	36.78924	5.3583245	4.663485	8.708027	8.613527	-8.304899	-16.462427	-5.6353335	-11.524227	6.1994686
TE0002303	49.713566	-5.0959053	19.308493	13.491417	0.79983187	18.395918	-3.2338479	-13.454779	-8.18067	-24.63401
TE0002304	33.612183	43.580177	-33.560863	-38.76825	9.673303	24.625843	-27.28954	-3.027319	27.679865	-12.835849
TE0002305	-2.045842	-34.65722	-22.807245	6.590248	16.29948	-17.493814	-12.813854	14.16228	-1.3295443	-2.4721947
TE0002306	12.401231	-63.549088	1.0730985	-8.30489	-19.099562	-27.303835	-6.309126	10.481894	-6.21075	14.843534
TE0002307	47.38803	-5.4418454	-7.5293083	-23.045805	-6.0208254	35.968094	7.2591157	42.83142	-6.124875	1.0308809
TE0002308	3.8709257	27.713943	26.515028	-43.75578	9.180954	-1.7846563	-6.933183	28.584858	1.5591004	-18.538572
TE0002309	11.514897	6.0739894	9.977057	-22.932379	7.0995336	10.21836	-2.2053385	14.216814	2.936805	-11.563066
TE0002310	9.611009	96.97045	-40.013115	-37.793118	-9.344736	-6.7671533	-6.2317452	-20.161606	18.524221	-0.16579115
TE0002311	-19.922844	60.561703	-5.039568	6.697918	17.373968	-14.923758	-23.95843	11.806056	7.3688498	-2.727391
TE0002312	17.65376	-15.036801	-2.5562303	-32.39872	-7.968387	-4.4108872	13.160273	-8.7537365	8.983425	11.893842
TE0002313	-45.07995	12.634306	7.9482284	-9.536955	0.3482112	-15.676976	13.385676	-12.96981	-3.7902865	2.0990303
TE0002314	44.361904	14.116011	-17.127514	-0.6082767	-6.2805886	21.653341	-3.2497768	15.045075	-22.7532	-22.46582
TE0002315	-11.103459	27.205387	26.46222	-9.344583	5.385031	-24.833612	-4.6533556	2.5392745	-5.831362	11.874097
TE0002316	38.437195	5.3567557	38.367107	12.92674	-8.511945	-0.21798542	3.765075	-7.8765907	-1.3542973	-9.168606
TE0002317	21.23697	-25.954308	20.002438	-15.5302725	24.526321	-3.2906573	-10.745234	-2.2430172	28.236925	-12.646492
TE0002318	40.478127	-20.925064	2.842867	-40.93629	-34.38908	-25.473717	7.365162	14.402848	10.119465	-4.161004
TE0002319	19.534357	10.329883	-21.06876	60.202152	-6.074923	15.228398	30.325535	21.501709	-29.83453	-0.078947514
TE0002320	5.5245433	-36.94464	-0.4389181	-32.111702	-14.90864	6.545448	-8.360268	-4.0936723	2.8477771	4.3074284
TE0002321	32.594215	-33.307533	-6.156843	-3.5879445	-2.0054197	7.639388	5.3880315	-19.431648	-1.0993531	1.2638347
TE0002322	17.618364	-64.0457	2.3400214	-21.559216	21.66156	-12.032778	9.540856	-0.75884145	-8.96562	-7.438011
TE0002323	52.922775	1.5314645	10.576015	12.921353	-18.622702	-23.020533	10.092913	15.440653	-17.88816	13.624323
TE0002324	-2.3591065	-14.213962	-41.166954	36.194317	-9.7289095	13.021079	19.320936	8.930238	-0.09591538	5.361889
TE0002325	11.159524	-11.260151	-20.7671	5.348213	16.582422	-25.619328	8.974756	-9.742551	1.3164583	0.89784926
TE0002326	-7.9591794	17.472942	5.2099357	-7.1365094	11.8700075	-2.6341581	36.66186	14.192908	2.2468994	-3.2337983
TE0002327	33.858665	-31.745256	-2.6371882	-29.979176	14.448268	-21.867172	3.3506062	-1.6553429	1.4859113	4.725117
TE0002328	24.167587	21.29437	-5.145741	-3.907989	23.356041	-1.6405178	5.3243003	11.603808	-16.01611	25.04777
TE0002329	-49.578068	-22.87028	-14.515883	-1.5485668	-14.477875	17.210463	6.693875	10.738129	6.5389833	-11.855317
TE0002330	33.6983	2.5851145	0.38181573	-6.222863	-29.587893	9.57345	9.01105	4.7812448	-13.690424	-11.040786
TE0002331	14.194876	-16.202309	-8.594387	10.460099	-16.237112	25.08702	-11.144738	6.7097106	-18.06452	-24.33806
TE0002332	5.964914	13.712348	7.1267467	10.045661	6.418271	6.92966	7.227621	-16.269157	-19.723904	-4.4068456
TE0002333	-3.0229783	23.161905	-20.193718	-5.828334	3.488084	-2.7577105	-1.2023362	25.866774	-14.014974	7.7050896
TE0002334	-66.154205	-2.5710924	5.6257405	25.981142	3.9130642	-14.242833	3.4468937	7.537191	18.708792	18.455982
TE0002335	33.07754	15.086625	5.8812685	-26.34612	-2.201014	16.628174	-1.7056178	4.912027	3.7332463	4.3931785
TE0002336	-0.59286135	-49.24226	-18.022652	-13.120517	-1.2199028	-2.8396702	14.60761	-20.667896	6.056465	-3.6855583
TE0002337	10.22879	3.3781404	-11.705165	-28.755806	-10.261521	-20.694279	-4.3546033	-11.992827	-12.848942	-5.069445
TE0002338	-15.588925	39.268764	21.78118	-22.055475	-39.2341	-19.512774	5.2477403	5.848981	9.7807455	2.0749784
TE0002339	34.09855	20.010908	1.2806445	19.149738	-14.4023905	-19.690042	22.380138	-2.0845852	3.6975386	-18.953817
TE0002340	10.29425	-5.2456503	-36.69991	20.520226	15.414921	-0.34146047	14.32965	9.081343	15.589355	-6.5151877
TE0002341	10.91859	-23.487616	24.794155	20.389967	-4.9640512	19.566181	11.484507	-18.29045	-12.828376	11.607868
TE0002342	-75.67259	-23.485794	-18.000069	11.008793	-1.4721142	-13.018594	-5.5156507	14.579141	3.3334675	-6.8442645
TE0002343	19.741756	-49.80439	-15.687883	-14.051827	-26.241295	-31.639029	2.804248	-4.3556895	8.388703	7.534624
TE0002344	62.308926	1.1751322	0.72504956	44.9753	10.588153	-3.7611206	15.153894	29.270594	-8.216077	-1.9168314
TE0002345	-43.426537	44.2836	-9.260859	-1.5139508	-7.8947973	-6.035431	-19.814926	6.9393826	5.019302	0.9603007
TE0002346	-24.327623	-24.501596	18.89295	-29.25089	13.968804	-1.4048588	11.136752	-9.917038	3.7975092	-14.980022
TE0002347	41.581936	-23.943214	35.268963	30.106203	13.679895	-0.74791557	19.743755	-39.39529	1.8522916	12.702787
TE0002348	29.43018	11.089079	37.748867	-9.059815	-13.362954	-26.653913	-2.849875	10.56306	-13.437765	-8.998882
TE0002349	18.162525	-55.722378	0.0940531	-24.229675	-16.575857	-4.2803307	-12.919515	-6.9337363	-11.978709	2.0921514
TE0002350	17.69427	-10.391487	-23.007942	-29.891317	-17.763403	28.269508	-6.6192656	-10.272676	4.074708	10.054317
TE0002351	13.054586	-12.556703	16.096607	-0.94703525	-11.772152	-13.672545	-5.997973	-13.066275	-4.7795153	2.4314594
TE0002352	39.784367	-19.971174	-18.220997	7.333653	27.642172	-5.533308	17.115807	-11.035767	13.49667	6.862095
TE0002353	-24.8136	-20.473974	11.294976	-18.165403	-23.3599	-1.2886535	12.297476	15.796878	0.56520844	-19.666382
TE0002354	2.5943656	8.3464	-23.900518	-6.2407084	-38.245068	-6.302921	-11.24987	-2.849391	-5.4860415	-7.0168414
TE0002355	-9.056415	10.436914	43.362396	-16.92811	13.926667	-7.769235	-20.201712	-1.7373084	2.0601234	3.2735627
TE0002356	5.6586523	-28.824497	-25.339632	21.44032	3.5286844	-18.374126	5.184842	1.9797384	0.9907654	-14.169236
TE0002357	58.236523	-28.483885	23.439169	-37.042362	19.241783	-7.2911277	-22.251766	1.8930463	-14.814008	-26.787985
TE0002358	-15.270151	3.8962314	1.4557629	5.99595	-36.873867	37.93697	-5.627266	-5.7134857	7.7113624	1.4679679
TE0002359	19.560764	-49.460186	21.804787	-29.292864	-11.61294	-13.584118	-8.141661	-12.725717	-16.81847	-12.817321
TE0002360	44.747227	-20.010345	-15.596608	-23.433521	19.991798	2.7150495	-17.961058	-0.6552519	-6.7066264	15.24095
TE0002361	57.49578	52.914402	-5.7072034	20.560308	-18.149698	8.098883	4.922011	-4.886901	0.3302958	7.406212
TE0002362	-8.27911	-54.098682	-17.093904	13.256461	12.424335	-14.221597	-0.6124258	-8.177274	-15.88739	-5.176029
TE0002363	2.4198077	9.82164	10.529403	-14.770492	-2.124384	-3.1414084	6.9909997	15.261487	10.831221	-7.817787
TE0002364	30.880339	40.93463	-4.6266127	0.28158316	2.5140436	9.787587	1.1249893	-10.626262	-15.139326	-23.137575
TE0002365	-39.51862	33.708828	-28.490255	1.2811898	4.296251	7.2324867	-12.574099	-6.3515215	0.10152976	20.280136
TE0002366	-46.32801	71.817635	-26.613312	-17.743296	22.946554	13.145894	-21.948929	10.278809	4.8001084	2.5008502
TE0002367	-15.86363	-10.307912	6.183874	6.000271	7.0718493	40.427673	-17.511381	-4.9365473	7.303552	-27.027542
TE0002368	-13.807324	1.5961123	59.494926	23.905806	-4.7292967	-15.704111	-19.697847	-7.613136	-20.420958	9.630636
TE0002369	13.214796	-35.307545	-21.206797	0.11819591	22.370577	-3.6926897	-4.3455653	20.77421	-15.642428	4.259722
TE0002370	-25.840544	20.15786	14.366505	-32.124355	-9.603398	-1.346181	2.626947	3.9675083	-4.133389	-0.30483606
TE0002371	-25.542028	69.151665	-21.052324	-43.199883	13.621309	-8.872137	-22.574759	-11.29659	-4.251684	1.8818594
TE0002372	8.064784	-13.655658	-35.1023	-20.313826	-14.552266	26.710901	8.34443	-2.6630116	1.8807709	-3.7825434
TE0002373	-9.24545	-6.851411	-13.417085	19.80065	-4.9972715	16.278484	-11.120014	-9.64475	5.1709676	-8.826631
TE0002374	33.19238	-17.521334	0.2989453	-32.992554	19.756386	12.697029	-21.042805	-13.427566	1.5190337	-3.744898
TE0002375	47.068546	3.5945253	5.997968	34.396816	33.463715	5.658745	14.356754	13.053639	-9.170589	5.9130144
TE0002376	11.30529	-45.938217	-20.074987	8.760618	-4.7460113	2.8954153	-16.010214	20.737661	-11.354773	-6.969087
TE0002377	14.0454855	8.212114	-17.50114	13.251736	-20.095709	0.3435518	-12.897028	-11.915829	-6.229636	9.078915
TE0002378	-20.878384	42.873737	-11.415626	-24.770618	5.4021854	-9.195582	-20.550167	-1.6939014	0.7828362	-1.4165815
TE0002379	32.412586	-25.522678	5.130809	-2.9027047	4.146377	-14.805334	10.9636345	-10.044963	-18.576496	-10.639585
TE0002380	19.625992	-1.5024322	-26.342438	50.032845	17.699406	9.309833	17.085268	8.205144	22.8362	4.6798544
TE0002381	27.271631	-9.702474	-10.809138	-4.790883	-13.413824	-42.33995	-16.590305	14.315986	-11.656369	5.9391565
TE0002382	22.136717	-25.747204	0.4726635	-2.4686947	9.233561	-17.226522	-17.698708	3.5405138	-5.0239644	11.015272
TE0002383	16.327341	-34.584583	-14.095697	-44.01772	-3.7163086	-9.2646885	9.324214	-7.512576	2.6577606	2.1427352
TE0002384	-14.946536	-20.84391	9.527169	-6.5474615	-11.842721	-10.637043	-5.259789	3.9544177	17.222929	-31.7211
TE0002385	17.134724	-16.12952	-14.477278	-5.7000003	-1.1326008	-22.404026	-24.904057	-21.668306	2.6111465	0.32785913
TE0002386	2.2004626	-50.38047	-16.78666	6.8337007	-4.064082	-5.8735366	-19.397568	-10.518879	-3.1208346	8.374549
TE0002387	-74.35781	-16.919266	-19.369835	17.218939	11.191639	-4.423477	4.207835	-0.07034872	7.016561	10.859021
TE0002388	47.237114	26.528437	35.479404	-33.26649	-14.30818	-4.071972	15.280889	15.953402	4.8607855	21.94013
TE0002389	53.287983	-1.8824368	43.2515	14.727545	30.502163	-9.335892	-1.1605235	1.2110038	-19.327402	7.786908
TE0002390	8.891031	-23.198515	11.947339	-41.555275	-18.402693	7.966304	13.774137	15.535308	10.762652	2.3212175
