SID	fissure_cnnPC1	fissure_cnnPC2	fissure_cnnPC3	fissure_cnnPC4	fissure_cnnPC5	fissure_cnnPC6	fissure_cnnPC7	fissure_cnnPC8	fissure_cnnPC9	fissure_cnnPC10
TE0004186	-8.335928	-3.4714284	0.6417318	-14.882336	-3.1128929	2.9583564	-8.916567	-2.1272666	7.977466	5.102171
TE0004187	26.484821	6.2813845	-6.7564206	-2.5317721	-25.121983	11.422692	-5.5290213	22.069838	6.7482243	-8.892973
TE0004188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004190	-9.636567	-18.193356	6.995474	19.2929	7.899979	-4.136247	-3.52631	3.3112042	12.471851	5.796622
TE0004191	4.292563	-15.239879	-2.74345	-8.716957	7.1562276	12.041695	1.6240983	-10.846374	5.346178	-8.137895
TE0004192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004193	-8.031289	-8.2626	-9.782715	-11.900574	12.852789	3.229483	-4.1731424	-12.376295	6.3327823	-1.957649
TE0004194	-15.040238	12.874608	18.055622	-4.935496	-19.950752	-2.0569415	1.1941013	-13.389125	2.822089	8.36326
TE0004195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004200	-1.1822073	-13.553767	-17.826048	5.142788	-3.0864565	-3.2682707	1.2780546	-2.70478	-4.1402016	0.05132882
TE0004201	-2.1128902	-0.046462942	-13.755727	5.935055	6.9991236	11.682392	-0.12835287	-6.896309	-2.6194386	-8.23136
TE0004202	14.343055	-12.415225	-13.282453	-14.407688	2.0626845	0.18479322	-0.41239706	5.3507614	-1.2202839	-5.547325
TE0004203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004204	-9.439122	-22.975554	-13.77265	11.382228	-5.00454	1.415353	14.150855	4.3719506	5.2043915	-5.780032
TE0004205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004207	19.108791	16.912783	2.7743673	-19.026833	6.290171	-2.3706064	-8.940844	-6.547085	3.2912111	-0.8823859
TE0004208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004210	-6.4283714	9.202369	-13.21619	8.297685	-1.1491097	9.55553	-19.163048	-8.68781	2.4637327	-6.9845386
TE0004211	-8.888388	12.026	-3.330809	-11.730849	-3.8025541	-4.5222325	-5.568116	-4.771027	1.3405594	-8.635027
TE0004212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004213	8.374681	-13.660364	-19.269272	-8.341232	1.0539082	-3.7011151	-0.98926497	-13.549384	3.208154	4.7155046
TE0004214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004216	-6.81883	-7.7960186	7.9460964	-0.083885275	11.116594	7.3196564	-0.6082968	-2.334037	-2.8707528	0.81520444
TE0004217	37.371437	-18.90422	-8.503728	2.029548	-8.838194	13.428854	-26.923264	-15.261275	18.818186	-3.684996
TE0004218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004220	-2.9497063	-6.453505	-8.442913	16.40247	2.058765	-1.9887348	2.6668139	-3.7560637	4.199702	-3.5984137
TE0004221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004226	0.42887515	-11.902666	-5.8818116	-13.914319	-9.414228	-17.088732	-0.77333015	-2.3485599	-6.7734776	1.9472318
TE0004227	15.112738	-10.542659	-18.879381	5.949452	-3.311172	8.810863	-7.2054396	-14.874388	-2.0248928	-5.3408046
TE0004228	-30.736002	6.6331677	-2.5853827	3.5532439	4.588313	8.832678	4.3218346	-4.7324896	6.2922325	2.2264059
TE0004229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004230	4.4224553	-4.7149844	4.9170127	-8.205714	7.8447413	2.9830494	8.009107	-7.557865	-5.5351415	6.834343
TE0004231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004233	-14.731169	1.579546	8.055854	1.0849867	-12.973364	-5.980975	-2.2491121	-13.894462	-0.7244245	3.8040013
TE0004234	0.53493035	6.7553754	22.756252	-0.50091803	-25.777634	16.09351	4.4142976	-5.342341	-6.540409	2.9959865
TE0004235	-14.825898	14.112004	2.4262972	0.89988333	-2.0754747	-7.394486	4.934735	-2.8354888	1.9789668	-4.0164
TE0004236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004245	-16.61719	1.892492	6.250734	5.1451583	10.022167	2.9556587	-3.3619323	-3.3013828	-0.64833796	2.9211051
TE0004246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004247	19.442345	-5.1304226	1.1927954	6.9860115	12.285301	12.59673	2.902823	-1.3621793	3.9073355	-1.4502347
TE0004248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004249	-26.959162	2.5103076	-1.3695521	7.546601	0.6197901	-3.3100038	-1.2425376	-2.8019602	0.039243057	-0.68995553
TE0004250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004251	27.330683	-25.085503	-19.541443	-15.037807	3.324898	-1.9325259	14.303082	-3.8602629	8.866664	-0.44502774
TE0004252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004256	-17.09772	-13.016671	4.714503	-9.940336	-15.439333	-13.078624	4.7961884	-11.647599	1.8434945	2.5083776
TE0004257	24.613762	3.0567374	-21.076338	-12.197604	16.41291	0.6725356	4.9661546	-10.968555	2.0464609	4.9709787
TE0004258	28.973373	4.4706206	34.300766	2.5475085	-17.123026	-5.532086	-6.813111	-9.552981	7.472806	1.0082282
TE0004259	-4.067877	31.70157	9.460591	-3.3343573	-5.8441286	0.1109234	7.5387173	5.733093	8.4885235	-4.130707
TE0004260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004261	-6.0869517	22.61881	-5.403371	-0.2592678	0.1541888	-1.770475	4.163851	0.24127585	4.5357113	-12.955414
TE0004262	-14.19804	9.247938	-17.24085	-6.4085336	-3.2589266	0.20744953	3.7870202	-4.6602645	-5.7574263	-1.0046675
TE0004263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004267	-24.327528	-3.73552	-11.723423	-6.9983997	1.5893699	2.457531	-4.2047405	0.42780313	-2.554824	-3.709476
TE0004268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004272	5.997647	1.1999639	9.011141	-6.729304	1.6237409	-7.3719845	-1.4784108	-13.192046	11.147316	0.69759846
TE0004273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004278	-11.421157	0.5683215	-20.18538	-4.9966674	-8.435269	-7.738706	5.4656777	-5.123086	-3.3786163	2.6125975
TE0004279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004282	-11.571882	4.233955	5.543754	18.852226	1.3439244	-6.531155	-11.315918	2.4173014	-3.6806984	-3.8036954
TE0004283	50.326054	-7.176909	13.086557	-7.5968895	5.905824	-10.193507	10.2269335	-13.920192	18.558493	11.675585
TE0004284	-4.6706343	2.0772974	22.48075	-9.061143	-4.5131245	-3.9717584	-3.7516599	-13.892361	4.6655173	-0.027285729
TE0004285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004286	6.5507765	-12.262889	-8.926659	-3.1241887	0.11028848	22.970917	-0.70858485	11.733285	-3.2199404	-5.7966595
TE0004287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004288	-8.446677	0.26992702	3.9601743	-9.022991	6.201868	1.9035894	0.9306239	2.6717548	-9.176381	-9.569142
TE0004289	-11.802059	-18.416775	-6.719041	6.4676423	4.4868293	6.120303	-6.188416	-4.038513	10.324522	0.88840157
TE0004290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004292	-5.017683	0.6981267	4.230016	-8.926897	13.646451	-5.3288655	-13.520452	-3.5171998	0.41422346	-4.1859
TE0004293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004296	-21.535553	-2.2763085	2.3361285	-19.183308	-8.477858	-0.46363282	0.93189687	-0.5486179	1.4257069	6.008432
TE0004297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004298	-5.7013507	-21.780529	9.555638	-7.1841125	5.9613776	2.7262332	4.418886	3.0919447	14.22456	3.51893
TE0004299	24.406532	-23.561659	-15.221543	14.696692	-17.881252	5.763652	17.557869	3.6351109	5.8633614	4.143256
TE0004300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004301	6.0616245	-22.039265	-2.3054662	11.056982	-0.93989974	2.584906	2.4856913	-1.971026	9.190512	3.1800518
TE0004302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004307	7.660066	-18.129597	-16.838379	-8.182778	-2.3037193	3.5979276	11.249348	-1.1937299	5.216578	2.4375613
TE0004308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004309	-9.489276	-9.354223	-16.088402	-14.984573	3.7329392	-0.6527254	7.535416	-5.1747084	-3.204422	4.185774
TE0004310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004311	-19.982061	-5.809417	-8.365221	-7.3457403	1.4809364	7.808043	-9.598438	-1.9972382	-7.9687934	-0.062449332
TE0004312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004313	8.361131	-13.978839	-5.8070855	-16.065392	15.2750435	-9.113878	-5.1994243	4.9788284	-6.3435993	-4.29833
TE0004314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004315	-25.447802	-3.9258568	-5.6234827	1.3100646	8.510251	-10.000299	-0.6266364	0.8041764	-1.9608388	-2.1198633
TE0004316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004330	4.904336	-13.912543	-1.2445779	-23.854916	10.757198	4.5700536	14.780573	-1.7719009	-1.2382522	-9.492906
TE0004331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004334	18.15496	-15.0351	-22.566391	18.794308	-4.6072006	-3.069249	5.6315513	-11.687351	-1.4742101	4.2981596
TE0004335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004337	-17.745571	3.636833	6.2477827	-5.844843	-14.401558	-4.1425376	-5.258924	-4.7171283	-4.7285757	-1.4472122
TE0004338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004340	-14.511592	-1.0654026	17.98894	0.9233868	2.1732864	14.644501	8.492862	-2.7146442	-8.682721	9.14079
TE0004341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004342	30.359259	10.790461	-18.842823	13.41582	-19.220068	8.148419	-7.5083055	5.0486293	-12.780493	-2.9044616
TE0004343	-6.4132595	-14.155375	-0.8953199	-8.2367735	-2.2137182	-7.04787	-7.788999	-3.3893719	-0.5525862	-2.6647434
TE0004344	-15.263997	-13.173291	-19.760633	-0.24005407	-2.340954	-8.578286	2.7843666	-9.092753	-5.4182973	-1.5565994
TE0004345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004346	-2.436114	31.290064	-5.808461	0.35277894	-6.7987566	-8.742839	8.473126	9.150293	14.353068	-8.978396
TE0004347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004348	2.469417	-16.253979	-15.748946	13.705492	-4.0339794	0.6687973	9.352516	-8.352885	1.1488372	2.8937573
TE0004349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004351	-6.8693175	-18.18661	-18.437525	-7.958257	-5.7214823	-7.8249416	2.7946794	-4.5094595	-0.62621254	0.19132957
TE0004352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004354	-31.537096	6.713553	0.20918006	-3.0233476	1.1330358	1.2271593	2.0661607	-1.3195382	1.110197	-2.7611537
TE0004355	-33.582882	-2.3835034	-3.803715	1.1114826	-7.483263	-0.099085584	1.2341572	-3.419569	-1.5978743	2.7537346
TE0004356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004358	6.5205784	-19.102846	-14.133002	22.447086	-7.5863705	0.92885035	12.07577	3.4753132	1.0521932	3.1885045
TE0004359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004364	2.102123	-9.666788	-12.534482	-3.1277275	-3.0654793	-7.123882	1.1332399	-4.755431	-3.4481537	6.1831326
TE0004365	-6.0878034	4.28708	-10.52229	-5.9536276	12.5949745	-2.6501524	10.124689	-13.009826	-0.4334247	-3.0772817
TE0004366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004371	-10.8911495	-15.443296	-16.007093	20.49567	-14.645963	3.125944	4.923506	6.1710567	1.6574105	1.5169418
TE0004372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004375	16.033064	11.832204	-14.428239	-23.238613	-1.4963123	3.1996648	-8.440103	-3.9441073	5.0248194	8.263757
TE0004376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004380	11.892797	2.8853352	-21.728832	6.7511773	8.4365015	1.767938	2.6843355	-18.045965	1.0628417	-8.294619
TE0004381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004389	9.794928	-15.867229	13.286903	-0.18909357	19.785656	9.891647	-0.85789436	3.866791	3.0629117	-4.028378
TE0004390	21.388355	-19.768839	-14.335776	-7.366503	-0.37965468	0.46761915	2.608809	12.46896	3.4504716	0.50630003
TE0004391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004394	35.324944	6.904012	10.0445	-16.860456	-3.7438986	10.402743	6.0531464	-7.2609906	5.5045414	-17.893784
TE0004395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004397	-23.85627	-1.3389297	-2.6639555	-5.3283935	8.252057	-5.126447	1.7621771	-0.15559413	0.006547798	-0.6183836
TE0004398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004400	-38.35823	5.3941536	-7.106431	6.724639	-3.9138384	-1.6017938	2.6716268	7.833535	5.3665257	1.5058202
TE0004401	-25.21118	9.203572	-5.163498	-2.833947	1.816059	8.088585	-3.7391605	-5.9120126	4.5491242	-0.02916423
TE0004402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004403	-4.327978	10.956343	12.374401	24.327192	24.258183	-8.631333	4.024861	2.0396495	1.0832297	3.1248305
TE0004404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004407	9.189495	3.7923846	2.6228724	3.0522375	-1.1565697	-2.568445	6.1719265	-7.584414	-0.49486858	1.0275558
TE0004408	0.06831553	-12.779469	5.4142118	-13.991095	-4.9444795	-12.007541	-8.421022	-10.749527	8.53297	0.050495587
TE0004409	9.691429	-0.39194715	3.3629017	-15.217249	-4.771417	-2.228601	12.551958	7.9691644	3.9875906	-7.7857704
TE0004410	-11.322606	17.938713	-3.736101	6.4597926	7.0901937	-14.263804	3.107221	1.2383871	10.143694	6.6911354
TE0004411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004412	-6.321962	2.7143	-11.834598	-4.5717297	13.704152	23.876785	-1.7656724	-0.9100779	-5.7080655	-0.13858129
TE0004413	25.392323	-0.14663054	37.32408	-13.520659	8.706268	17.707207	13.881199	-7.5644813	8.484948	-3.2511537
TE0004414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004415	-53.301453	-6.6536756	-6.789513	9.391331	1.2542171	-1.1503873	0.20371228	5.3240643	3.6797926	3.8268654
TE0004416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004417	9.377331	17.556684	0.35692438	7.1787868	-10.627995	-10.446825	8.82603	-9.780361	0.4927626	0.4726
TE0004418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004419	17.473207	0.082269974	-5.404735	-4.987364	-8.208403	7.5545483	-1.3723692	20.046673	4.2539234	-9.065034
TE0004420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004421	19.10878	-7.520794	25.402782	4.5551786	-9.798713	-3.8094501	1.5621278	4.060662	-8.632722	-1.3552153
TE0004422	11.908385	18.176931	-2.091757	7.6006293	4.977006	1.1640234	2.8527389	2.4065936	0.07386196	-7.111405
TE0004423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004424	21.57762	15.5737095	-6.3718514	15.10609	-2.3541703	2.2140245	-17.188828	-0.6648195	-6.1713986	-8.244326
TE0004425	-14.435983	4.876768	17.224792	18.68586	-0.44881096	3.3220243	13.9202585	-9.925082	-4.6244287	6.541305
TE0004426	-28.279156	2.4264894	-7.3937926	-12.915106	2.2111342	-2.9466765	0.6048019	-1.8119394	1.8219414	5.0739503
TE0004427	-6.0629826	-12.785942	4.713647	-0.71904176	3.7208097	6.8838854	-13.708603	-0.41050613	-5.275943	-4.787408
TE0004428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004429	-25.1533	-19.32414	-8.295516	-3.139788	-4.946728	-0.38353312	0.3762216	6.770028	1.3158461	-5.2259693
TE0004430	22.230312	-2.8605945	-5.0704575	-12.9303665	19.20083	-8.415086	10.037553	-0.178626	3.054045	2.2608426
TE0004431	21.7773	18.800274	-0.6029193	9.241795	-12.960299	-2.047346	8.202572	-13.397762	-3.6044183	-6.83362
TE0004432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004434	-15.452947	-14.770075	0.29108363	-2.628462	1.796849	-9.238995	-2.1184452	1.0562569	-1.4819387	-0.1080692
TE0004435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004437	14.806138	-7.4671054	-18.80592	1.4917003	-9.698116	-5.539287	16.454767	-10.391893	-2.4652238	-7.456625
TE0004438	-23.80934	-17.42357	0.04145938	2.4861548	0.92628855	9.356022	2.6163652	9.071488	8.187183	-6.3114376
TE0004439	27.401571	6.532111	-13.090062	3.410779	19.708174	-11.85329	2.8778157	-16.40505	7.1009774	4.256441
TE0004440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004442	37.1088	-11.007161	-6.236484	7.076116	10.830329	8.480481	15.783561	8.124529	10.176273	0.8183322
TE0004443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004449	2.7241404	6.2198935	-5.760446	3.2143178	12.678369	-2.4689987	6.5890574	-5.74885	-4.830944	-2.2283764
TE0004450	30.758738	-4.011123	1.4929556	-1.911725	11.195925	7.3224525	-9.529325	-5.852179	-1.8687285	-15.974622
TE0004451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004456	8.176553	-5.9199295	20.08506	-9.209747	-15.533359	-9.379235	-2.2500541	-3.1486309	4.5908246	-4.97213
TE0004457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004464	-12.513429	-10.746438	-6.4426055	-4.2133923	-1.0785333	-8.974245	1.1452284	4.0188465	-4.217967	-5.467823
TE0004465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004466	-6.388073	-7.3565483	1.6677451	-19.292765	-7.643	-5.2920685	2.1190305	5.7882066	-4.3994484	5.452387
TE0004467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004472	-15.552599	23.885515	7.9086933	12.774904	-9.739328	9.770347	9.234344	7.8729143	2.2578795	7.2162943
TE0004473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004474	-2.893025	32.087517	-9.6399	-8.674991	5.2850056	5.376135	-1.0268012	7.5005627	8.748194	4.2656717
TE0004475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004477	-11.722284	1.7018601	3.6410787	3.5219657	19.690796	-16.214466	10.154768	7.0705647	-3.881884	1.2325274
TE0004478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
