SID	tooth_mk_cnnPC1	tooth_mk_cnnPC2	tooth_mk_cnnPC3	tooth_mk_cnnPC4	tooth_mk_cnnPC5	tooth_mk_cnnPC6	tooth_mk_cnnPC7	tooth_mk_cnnPC8	tooth_mk_cnnPC9	tooth_mk_cnnPC10
TE0004874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004875	9.339522	21.263004	-0.9743141	-5.364624	-0.32621548	-8.147109	1.1348695	-0.5951507	9.655682	10.716843
TE0004876	14.266725	-8.214154	6.573501	-4.0514765	-17.666204	-2.3340456	-2.074827	2.8994603	-0.60527146	-4.6326165
TE0004877	25.96913	20.434235	-8.52061	-9.315475	12.14262	4.3264613	-3.973446	-18.713493	-1.9629176	7.4547663
TE0004878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004880	-35.308815	-3.5982	8.63982	-10.386577	-1.3726739	-3.7094097	0.6272958	3.7585163	-1.6602385	1.0537837
TE0004881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004884	-33.651188	8.124527	7.597158	13.45169	-7.488565	6.115326	-1.1811426	-9.709735	4.1030793	1.9417388
TE0004885	1.8871685	-8.393408	23.533258	3.4055636	2.9142058	-16.508768	-1.9821434	11.234987	-10.343877	0.7727423
TE0004886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004890	-0.39344323	6.924336	-2.7270539	-9.2004	-15.707416	-6.911066	-0.20128068	-6.250304	8.008531	1.8273194
TE0004891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004892	43.796024	-37.537113	-19.81684	-3.0255873	-4.7563214	2.3043869	-1.6597768	-4.9017053	0.025412	-7.3121943
TE0004893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004894	-54.37308	4.720415	-6.260608	2.2530406	5.644666	1.6171621	1.9976918	2.1022391	-1.8923166	-0.7753973
TE0004895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004896	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004899	-34.7748	-11.970535	-12.5006695	-9.792147	6.309339	12.246161	-5.3942337	-2.2757547	-10.157418	0.4307329
TE0004900	-3.5415826	14.581584	4.0141797	23.440363	-8.357096	17.932526	-5.7037253	1.5785596	7.9231443	-2.5071788
TE0004901	-14.979416	-18.814495	-26.39586	0.42236212	4.8589416	4.485887	5.0340967	-3.5826075	-2.6885316	-0.9211755
TE0004902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004908	23.42268	-7.8991017	-1.500662	1.3658944	-20.99177	-10.653836	5.2293005	3.521434	10.7529125	-3.6085613
TE0004909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004910	-35.805496	5.932274	-3.0521662	10.24962	-2.3557317	-2.9002159	-3.7719817	-1.9439877	-1.956404	6.5768957
TE0004911	24.661291	-27.212923	-21.999046	5.8341327	3.8019202	-9.267852	-0.13917881	1.0827777	11.318223	1.5384955
TE0004912	-29.10766	7.960438	1.2015193	10.9262705	-9.082755	-3.7685328	-2.1097946	-8.918021	0.26725054	2.7012968
TE0004913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004914	37.037754	29.668362	-5.0810738	5.5421834	-7.1941857	-4.874214	1.692063	-9.018138	2.9754555	-0.6050921
TE0004915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004918	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004921	16.403574	15.576993	-5.398281	1.4679646	-16.203947	0.1035818	6.060385	-8.014755	4.434707	3.4694467
TE0004922	-32.23127	20.709814	-4.170183	1.0067848	13.610658	-4.3236485	-3.754557	-5.293244	0.07405946	-9.45078
TE0004923	-25.4367	-13.453756	-15.233463	11.625879	5.3595667	-3.3487122	8.367236	-0.73971283	1.1346116	-3.1491396
TE0004924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004926	27.114159	1.5396712	-6.3210654	5.9532223	-1.7002587	14.839308	12.299727	-6.2964025	15.5522585	5.342872
TE0004927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004928	-6.9246874	-20.033825	9.875701	-14.112842	9.615441	7.428468	-9.563474	5.4812913	3.2590866	-8.212078
TE0004929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004930	3.2727566	-10.742826	11.878473	-2.318711	-6.7688303	2.0007296	-1.3404149	-5.2658486	-6.75441	0.015216929
TE0004931	28.177097	10.08351	11.796133	-2.5198045	-3.5629497	6.6190944	-12.504388	2.5335617	-1.333816	3.0665908
TE0004932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004933	-1.9232842	16.878393	-3.742358	-1.2094303	1.050156	6.010299	-3.265845	4.3673973	7.7886696	-7.939404
TE0004934	-28.411074	13.047373	7.3684425	-4.682495	-2.2822266	-9.895633	3.6109972	-8.662771	-2.6800885	1.4583296
TE0004935	10.784989	-31.674967	6.0939155	1.7118876	2.948037	-1.4409949	1.2596792	-3.9339318	7.3029394	-8.234027
TE0004936	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004939	33.240902	15.042029	17.74195	-13.183071	10.161381	-4.880173	-2.0019279	-8.683105	-8.71689	-0.27682355
TE0004940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004942	-30.51098	10.816841	9.518239	11.759221	-1.1763277	-3.3155906	-5.7190504	-6.825604	-2.8794315	2.0995584
TE0004943	8.789279	41.846653	0.22335425	-8.177505	11.957666	-16.22423	-4.5996475	-7.755593	4.1550584	-12.377452
TE0004944	-7.9514885	-5.8131633	-22.44423	19.769749	-12.567803	-5.4720154	-3.2799952	8.444975	-0.69596434	1.9958547
TE0004945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004947	-34.32391	-1.3465663	4.1178627	-12.156817	-1.0656762	-5.1474996	3.2234938	2.914821	-5.5177326	-0.028833138
TE0004948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004949	5.2951093	-20.70709	-6.353	-9.910185	-5.508155	-3.166822	-1.2879509	-0.7782424	2.632047	-1.2752167
TE0004950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004952	-17.1225	-4.52725	-9.292864	16.816555	-12.421024	-9.459788	-3.0001717	2.4124959	-2.331611	-0.85010445
TE0004953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004955	-18.30812	23.197878	-1.0020758	11.403569	10.7362585	1.689369	-14.254369	-1.0798007	7.534167	-2.8996458
TE0004956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004957	-34.980827	15.7729645	-9.548235	-3.3809917	13.264024	-2.809549	-0.19533439	6.3142138	-1.1272569	-6.3429317
TE0004958	63.6147	-25.641848	34.31833	9.198623	24.360823	9.415511	3.516945	5.102888	0.6449244	-0.62114656
TE0004959	30.111889	-25.29079	24.55211	-0.9026586	-8.733432	-4.343374	1.8340265	-5.239149	7.1761575	-12.107589
TE0004960	-38.480515	-9.054503	-12.316897	-7.6900263	5.061362	11.832632	-1.9787599	-4.5575614	-10.963043	-2.0519109
TE0004961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004962	-13.897103	-3.5941343	-3.0387802	17.226887	-8.067458	-8.67245	1.5010353	-3.8969722	-1.8424765	-1.0840738
TE0004963	15.195835	-29.437346	16.743235	0.3756052	4.905017	0.96764976	9.72127	-8.855664	10.068307	-3.9371624
TE0004964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004965	-40.273205	0.7668501	4.133196	-10.366632	-3.5348818	-1.890029	2.7889698	2.0655448	1.3910507	1.1173546
TE0004966	41.17568	-44.805134	-19.960909	-5.7748923	7.40864	4.957334	-2.3160505	-6.090492	2.3809667	-6.138405
TE0004967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004972	-26.449137	-15.1193695	13.219433	-8.31225	15.522163	-0.04707539	-8.161801	-3.120219	-2.0169578	7.294586
TE0004973	-26.141094	-7.725924	14.152632	-21.882273	-3.8238842	-4.8404427	-5.58097	0.29464385	5.7746406	-0.8583435
TE0004974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004976	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004977	-22.615744	14.207891	-16.11091	-6.145562	14.030346	3.2499263	-4.099366	2.8519611	-5.863367	-7.012751
TE0004978	4.0693283	5.322839	10.748181	-23.695528	15.286657	0.77015877	-5.137676	-5.020437	0.38344157	4.527348
TE0004979	-26.635176	1.9565842	9.683465	13.893062	-2.2647436	-5.4102006	-2.7760527	0.114233755	-8.407827	3.289574
TE0004980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004983	27.678185	-13.222201	9.792687	3.1339784	-9.581396	0.00446244	6.9781585	-1.9476808	1.6617566	-5.1199985
TE0004984	14.266045	-16.540747	19.77817	6.205304	-5.1318946	-3.7728467	-6.5762506	7.5813994	0.7835954	-3.13959
TE0004985	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004990	15.668172	-13.748163	-13.52302	-0.6903005	-15.939427	2.9813209	-13.721157	-1.0637491	-8.091414	-11.038974
TE0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004993	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0004994	7.422685	-24.875742	-8.283675	-0.41635838	3.586339	-2.068719	4.6691227	-12.228299	-11.503146	-5.772238
TE0004995	29.84407	-6.43946	0.79639804	5.1155343	-7.98839	5.5664997	3.9755192	-2.5363588	-8.131802	0.8244074
TE0004996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004997	-9.525226	18.161427	-9.353809	1.5014945	0.77641934	-12.713687	-2.9935744	1.9438888	-7.2763295	9.543325
TE0004998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0004999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005000	35.10663	35.46862	13.470656	-18.615921	20.235912	-3.161967	-1.4696648	-8.863455	1.4233999	-4.779005
TE0005001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005002	17.292645	2.4035773	14.208629	0.552639	-18.598639	6.254661	4.1106954	-5.614668	-4.1950507	0.3359869
TE0005003	-26.479622	15.940707	2.001037	-10.217608	3.4442878	0.06486687	7.8092933	6.348062	4.268748	-1.8344674
TE0005004	-24.280844	-7.792967	8.438813	-19.345596	-3.1035256	0.6637587	-2.249942	0.9379569	2.4033246	-2.4842145
TE0005005	51.752357	-16.557444	-43.212765	0.52626866	-7.4057674	7.4856267	4.765109	-7.9210973	-8.129745	1.5031843
TE0005006	-15.663164	-11.285123	3.101539	-21.219587	-5.493032	7.0221825	-12.418712	5.5843596	3.0893102	-7.077788
TE0005007	-4.0235524	-24.012974	9.413718	7.3953156	18.641973	2.9624362	1.3389156	-6.265253	2.5499537	-1.1667511
TE0005008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005015	24.754047	-5.659659	23.947308	6.4565864	0.41562906	7.605129	13.745675	1.8154399	2.4508991	-6.170168
TE0005016	-40.547935	-0.24008396	6.249178	-11.138532	-4.257922	-2.6247535	1.0621402	0.85031146	5.050124	-2.9161284
TE0005017	-6.449833	0.20284078	14.542442	-20.717148	1.4254185	8.533303	-2.8579617	1.684227	8.403585	6.808678
TE0005018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005021	-28.800684	0.7658905	9.05172	-18.222832	-7.1536636	-3.1256995	2.7755206	2.3262546	4.808444	-0.9688846
TE0005022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005024	-16.005636	3.1607983	4.785997	8.01263	-7.282064	4.936135	-7.9982295	-0.17646594	-3.2608254	6.225197
TE0005025	46.60039	-35.10583	-8.222189	-5.1447873	14.746388	-4.688944	4.78703	-1.0806648	17.990816	0.91121817
TE0005026	19.53663	-38.475323	5.9829473	-7.4882793	19.936756	-0.9734189	-8.064078	-9.731795	13.016052	-0.82871836
TE0005027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005029	39.94896	-10.865068	10.048015	-8.742269	-14.279998	0.3965258	-2.9411623	-11.570277	-1.9622769	4.77589
TE0005030	10.709353	2.3192065	1.3869667	-0.41039234	-13.217993	-3.1901755	1.2103506	-6.195219	4.828138	4.274382
TE0005031	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005032	-2.4506943	-11.473256	4.1509123	0.5141233	9.431789	-13.537209	9.325297	8.538831	-5.358048	3.418716
TE0005033	-23.83739	19.995178	3.8664799	-15.508508	6.413405	-9.710137	10.2473955	3.0334594	0.14440757	-0.6029127
TE0005034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005036	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005038	38.785652	-23.412283	-12.421042	0.88533413	-6.067587	10.741048	-6.239821	-3.2524025	3.9589546	-5.045311
TE0005039	4.116996	-8.264007	4.8468456	6.2554226	-10.527673	1.0727037	-11.418238	-4.732007	-0.7079091	2.9558003
TE0005040	-24.47765	1.3701437	13.542263	-13.65638	-10.531373	6.1260586	8.25305	3.9021273	4.388331	-1.5516124
TE0005041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005043	73.917885	37.26734	-29.345001	9.970662	-5.664498	18.018148	0.6780793	19.287134	6.0162234	-0.34438866
TE0005044	36.901577	1.4704165	1.8317848	-2.5228426	-28.776648	4.980776	2.7806702	-1.8279334	-0.64937305	-7.2283287
TE0005045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005046	-19.829874	3.1772418	1.103391	16.209425	-9.508882	-0.9227402	1.5642878	-7.366809	-2.436968	1.0304933
TE0005047	-42.16271	2.8065794	3.1689503	-10.539709	-4.6392326	-0.3226066	3.372519	-0.3836661	3.5559726	-0.15826426
TE0005048	-0.29230076	-12.470086	-14.164667	-3.3794181	2.280296	8.4688635	-10.381722	-8.5842705	-14.690075	7.712426
TE0005049	18.725437	-24.516071	19.33265	-3.140834	22.576807	-3.899029	-0.6340932	6.264074	5.8452573	13.6609125
TE0005050	-0.38124478	-6.101375	12.507195	7.607811	3.64371	-4.5257187	-11.289928	-5.757684	-2.2316	9.096926
TE0005051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005053	13.278343	13.884567	9.537921	-13.683504	-5.4545836	-22.235132	4.3835554	-5.58861	-8.500822	-7.619593
TE0005054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005056	58.899796	-12.826147	1.1247128	-7.3212194	18.035833	-8.82187	-1.4044188	-2.0015655	-10.449596	-2.7282588
TE0005057	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005059	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005060	18.564796	14.952857	-5.051961	-8.0875025	-17.995552	-4.699906	-0.8572256	-6.7389	10.232548	4.502042
TE0005061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005063	-23.246325	0.8078424	-11.916156	14.226161	-11.115357	-3.5404394	-1.8166467	-0.3641898	-2.082916	1.6984639
TE0005064	-6.395232	-5.5928316	16.032646	22.289501	6.2099543	4.5721273	4.4285984	5.8478837	-9.450185	-3.863414
TE0005065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005066	1.0224096	-2.2311063	9.456059	-2.2678096	-8.355882	-14.231717	6.3284035	3.86622	-8.527277	3.160286
TE0005067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005069	20.58137	5.9900265	-9.953404	6.7907753	-0.86645526	-15.881595	11.335202	2.5351112	-3.2073836	-6.292927
TE0005070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005071	-31.075714	11.53872	-1.9174845	10.262031	-6.400631	-2.6567278	-3.2326157	-9.9294	1.0399983	1.8550454
TE0005072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005073	31.50118	7.209999	-8.377047	-11.150704	3.959545	-2.99674	8.767077	-11.842201	-6.400322	-0.32719126
TE0005074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005076	21.236408	-23.297115	16.31161	9.839092	1.5762457	-2.8720038	-4.481938	-8.099433	-3.488804	-9.403823
TE0005077	-3.107613	-9.56801	7.1107516	5.69292	-8.718301	2.4096842	-7.647152	-1.3254774	-0.90471023	1.7454319
TE0005078	-22.570713	-1.2185122	2.7742257	16.400242	-11.199232	-4.082837	-1.3353369	-2.3585224	-5.244945	-1.1389043
TE0005079	-4.8106256	-13.889921	-22.92372	-2.2930255	7.173582	8.853592	-0.5563575	-9.403345	-9.328263	11.7613325
TE0005080	-32.82502	-14.134548	-17.340513	-9.84768	10.320978	13.339438	-3.7983146	-7.434925	-11.057295	-1.3091546
TE0005081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005083	-27.407059	6.257862	2.9720612	-18.039743	-8.626197	-1.8079801	4.000874	-0.9446366	7.816703	-0.3293228
TE0005084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005085	-43.65628	-8.70646	-2.3126385	-4.761105	7.601311	5.212135	-2.6159492	-4.256144	-5.210595	1.8418573
TE0005086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005087	-28.89014	12.578308	6.029727	13.383413	1.0503647	2.4170768	-4.6186504	-2.6246758	-3.1411533	1.4524195
TE0005088	-34.87538	-10.499175	8.177195	-8.836711	0.8737594	7.575956	-3.4409833	0.9964441	-1.4554871	2.1440928
TE0005089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005090	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005091	-33.728394	-8.354049	-8.965807	11.630243	2.1630652	1.3694174	6.879491	-0.768932	-0.47427863	-0.64258856
TE0005092	-6.9312973	17.309366	15.980741	19.929064	4.435936	1.8010731	-6.7902856	-0.35549223	-7.554029	0.1068343
TE0005093	19.999321	-29.935299	17.362906	0.5513459	19.413816	-3.9531066	-6.2164254	-1.8784162	6.6492167	3.1222134
TE0005094	-6.203325	-13.848262	-19.620321	18.978182	-2.7312531	-8.286174	2.9101589	6.1789923	4.1351295	-4.826482
TE0005095	-16.611036	-4.28406	-4.718372	15.175235	-3.310495	-12.663682	-3.0927193	6.658538	-6.6857653	3.3247273
TE0005096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005100	19.277287	-2.5855055	19.187618	8.330955	7.848113	6.608137	-4.128781	-0.5510578	-6.213116	-4.537848
TE0005101	9.65839	4.624105	3.3342366	19.77225	15.462654	0.73156655	2.9083152	-3.158283	-2.5301523	-5.38794
TE0005102	-25.488163	-5.228222	3.6134453	15.443935	-8.196921	-6.9787374	-0.046727635	-1.994073	-2.3802602	-3.5572348
TE0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005104	38.18446	14.414669	-3.929544	6.7968774	-0.60277045	13.464044	-7.4164357	-7.2231736	4.068825	-5.334989
TE0005105	13.47792	-1.8836211	7.168841	-0.6619795	19.470419	-15.937641	11.82656	-3.7736952	12.245945	-0.94403094
TE0005106	-37.679386	-7.401821	9.427574	-9.714941	1.4152869	1.4686186	-3.879667	0.07848837	2.5483494	-0.37846813
TE0005107	-19.372572	-12.842072	-14.585763	-18.990997	1.8644891	15.65417	-12.476269	4.87706	-8.544362	-3.3725324
TE0005108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005109	-0.02158698	-9.431486	12.367822	-6.50955	-15.521411	-4.8986564	-0.5628115	-5.937833	2.76513	-3.6023943
TE0005110	53.660435	-13.107699	0.34329718	-22.28245	-8.562352	8.9843855	-1.8045717	-6.3020315	10.4146	0.009744758
TE0005111	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005112	-36.814426	-6.023827	8.727525	-10.694795	5.6483808	-5.006009	-1.6559049	0.49592158	-5.2055955	2.534632
TE0005113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005119	12.88772	10.807302	-0.31049022	15.436075	6.6691756	-18.691944	-6.2004824	-10.6013365	2.9163854	-15.966413
TE0005120	-8.080598	-12.20103	-34.21847	-2.4628043	-6.5400376	3.9787087	-5.164295	6.7505074	1.0043709	4.033058
TE0005121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005123	1.1516726	-17.68869	8.706583	1.4025252	-2.4651873	-3.766778	-6.384853	-1.2209442	-8.208905	1.4251591
TE0005124	2.0977464	10.155964	2.3893716	13.436758	14.548532	11.485404	12.281828	-7.6983075	-4.9366617	3.7837925
TE0005125	-16.807636	29.900158	-7.6305604	5.658557	17.667645	-4.988572	-14.01004	-3.9911573	4.4278097	-6.381513
TE0005126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005127	-4.563199	5.3747134	22.307905	5.4294767	-0.4703294	-12.413113	6.094166	1.921587	-8.473963	2.2839386
TE0005128	40.19068	-31.92364	-18.711039	-4.47562	-0.22870171	3.567875	-10.30515	-5.5705776	-6.8435416	-11.245883
TE0005129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005131	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005133	-60.834774	0.5887089	-2.5614183	4.146006	3.4932206	2.1050208	1.188185	1.162796	-0.29019862	-1.0609676
TE0005134	64.91272	37.022625	-8.866595	4.2502513	-11.272449	18.407328	-11.682863	7.172767	7.8102994	-8.615898
TE0005135	-17.559576	-16.348415	-17.587194	-20.339977	1.9584968	15.973282	-14.85673	4.4623246	-6.4312425	-6.189085
TE0005136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TE0005137	-33.136017	-13.4047	-5.008773	-10.782819	7.146775	7.784329	-8.260579	-2.4988651	-5.403512	-0.7916395
TE0005138	3.9940648	-20.10486	-2.2266717	-29.581392	6.7923307	12.228105	-8.788954	-1.1406571	-2.741289	-4.6883698
TE0005139	14.391055	-1.3725002	2.455782	7.0604105	-17.287132	3.6490366	8.847463	-3.8587987	-3.3541217	0.094301574
TE0005140	-25.632917	-5.6067624	-8.471099	-15.161976	-1.8541644	13.277001	-2.699419	0.2921258	-2.6051776	-0.72303927
TE0005141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
